rel_path	local_id	dump_id
items/mip_30/16-05-2345S_471a85f2965de90ecce64b3f413e2abd5c91b0b6/FawnRIver.json	FawnRIver	FawnRIver_2
items/mip_30/16-05-2345S_55c0590bee0dea6ac195d4915dd8d36d03d72e50/SpringBranch.json	SpringBranch	SpringBranch_1
items/mip_30/16-05-2345S_8b5431f86453f0adb5e99139ca4710a7d438b9f8/SouthForkWIldcat.json	SouthForkWIldcat	SouthForkWIldcat_3
items/mip_30/16-05-2345S_bc5f56ad4de8bcfa264ed80084574f4ac36d952c/SouthForkWildcat.json	SouthForkWildcat_1	SouthForkWildcat_1_1
items/mip_30/16-05-2345S_d89702a2fa1c75dec0ba536e3c38d0f53dd473be/DryBranch.json	DryBranch	DryBranch_2
items/mip_30/16-06-3598S_01ceade6590378f796b2bebe7f3e126204258c31/OPOSSUM_CREEK.json	OPOSSUM_CREEK	OPOSSUM_CREEK_2
items/mip_30/16-06-3598S_5d3ddf0cd087e52753b8f33af2edbc1895117cdc/Long_Branch_Tributary_2.json	Long_Branch_Tributary_2	Long_Branch_Tributary_2_1
items/mip_30/16-06-3598S_673d7a6c3d754f2eeab73fb3893d4efb9b59897e/SPRING_CREEK.json	SPRING_CREEK	SPRING_CREEK_18
items/mip_30/16-06-3598S_69a51e938ef4b5eda6a91a31368bcb02c69c7f40/ROCK_CREEK.json	ROCK_CREEK	ROCK_CREEK_11
items/mip_30/16-06-3598S_6a3cfe3472806e68bc10eb48e276eac226ed12b9/BROWNS_CREEK.json	BROWNS_CREEK	BROWNS_CREEK_1
items/mip_30/16-06-3598S_82919d931512cfcf3232d54bee2bb5e7fb195398/HONEY_CREEK.json	HONEY_CREEK	HONEY_CREEK_12
items/mip_30/16-06-3598S_8aafec28a145ec6e2eb82fd9824532b71d84a010/SNAKE_CREEK.json	SNAKE_CREEK	SNAKE_CREEK_3
items/mip_30/16-06-3598S_8c51bfbabe0b007c67feddc64ef2b0c776223680/BLUE_CREEK.json	BLUE_CREEK	BLUE_CREEK_2
items/mip_30/16-06-3598S_8d61d1aed070d91ec69b7f8768c14655c9939104/SAND_CREEK.json	SAND_CREEK	SAND_CREEK_6
items/mip_30/16-06-3598S_96bc3e4859357a2e14fa167986311e87817fdff8/SMITH_CREEK.json	SMITH_CREEK	SMITH_CREEK_4
items/mip_30/16-06-3598S_b18046f091c0bfd18d83f19a06d6e3caa379c470/WOLF_CREEK.json	WOLF_CREEK	WOLF_CREEK_12
items/mip_30/16-06-3598S_d50fd7bb69708b6f8cb6c5a3de990f8011d0a3c9/FALL_CREEK.json	FALL_CREEK	FALL_CREEK_2
items/mip_30/16-06-3598S_d88cd4755a7234c37ce5043546fb0408a6300452/COAL_CREEK.json	COAL_CREEK	COAL_CREEK_4
items/mip_30/16-06-3598S_f7e4ce337fe8b08908b2004ddfb8015ad77beb7f/SPRING_CREEK_TRIBUTARY_1.json	SPRING_CREEK_TRIBUTARY_1	SPRING_CREEK_TRIBUTARY_1_1
items/mip_30/16-06-3598S_fc9b206f783e822f87738dccee82d11e2116958b/TURKEY_CREEK.json	TURKEY_CREEK	TURKEY_CREEK_11
items/mip_30/16-07-2070S_4d4e0477d2d8f0a1383854199361b97e597166f2/Deer_Creek.json	Deer_Creek_2	Deer_Creek_2_1
items/mip_30/17-07-0179S_470fdef4d6ecdf20f6419390440922f53ba97ab2/BEAR_CREEK.json	BEAR_CREEK	BEAR_CREEK_10
items/mip_30/17-07-0179S_7406d13ec6295ca2a89d81022efa174e86ebe97d/BLACK_CREEK_Trib_1.json	BLACK_CREEK_Trib_1	BLACK_CREEK_Trib_1_1
items/mip_30/17-07-0179S_9d9d7f77e4987d417409800e2f53b4bb607ed6fc/NORTH_FABIUS_RIVER.json	NORTH_FABIUS_RIVER	NORTH_FABIUS_RIVER_2
items/mip_30/17-07-0183S_770beea51596ef8ac6b9038ff99dd6496c37d3f1/trib1.json	trib1	trib1_6
items/mip_30/17-07-0196S_0812111be6cb577e545d2a9e3b6b7de2956f25fe/SOUTH_FABIUS_RIVER_TRIB_1.json	SOUTH_FABIUS_RIVER_TRIB_1	SOUTH_FABIUS_RIVER_TRIB_1_1
items/mip_30/17-07-0196S_e8aaa582fa069ef62b303f55906480816c2644bb/NORTH_RIVER_TRIB_2.json	NORTH_RIVER_TRIB_2	NORTH_RIVER_TRIB_2_1
items/mip_30/17-07-0198S_5b9ea40c2e51ca54576d0483fcc247ffe17e62f1/WOLF_CREEK_Trib_3.json	WOLF_CREEK_Trib_3	WOLF_CREEK_Trib_3_1
items/mip_30/17-07-0198S_7dbf1126d1bd081abab8589a16cca5aa074c6c1d/Wolf_Creek.json	Wolf_Creek	Wolf_Creek_1
items/mip_30/17-07-0198S_d5765dfb1d9f3cd1e86c9f2a144fe143f150bf0b/Wolf_Creek_Trib_1.json	Wolf_Creek_Trib_1	Wolf_Creek_Trib_1_1
items/mip_30/17-07-0198S_e4b6b44782cbef357a4e255d3ec9d447efdb2549/Whetstone_Creek.json	Whetstone_Creek	Whetstone_Creek_1
items/mip_30/17-07-0198S_e8bef8bc84762f6d7cc5752273d796a0163f6ea5/WOLF_CREEK_Trib_2.json	WOLF_CREEK_Trib_2	WOLF_CREEK_Trib_2_1
items/mip_30/17-07-0198S_f0bbd7fec32ec8e10a9bc842e4b7d7ce88e87851/RIPPEE CREEK Trib 1.1.stac.json	RIPPEE CREEK Trib 1.1	RIPPEE_CREEK_Trib_1.1
items/mip_30/17-07-0519S_fb160e0e4741b2357578d125e02e456c2594c681/Mine_Breton_Creek.json	Mine_Breton_Creek	Mine_Breton_Creek_1
items/mip_30/17-07-0683S_995c7983b4c8f1416a1041fe53042c06a8ca70db/Clear_Creek.json	Clear_Creek	Clear_Creek_9
items/mip_30/17-07-0683S_aa738fdedab93b0696a6f642cbdeeb009a79d8f7/Little_Indian_Creek_Trib_2.json	Little_Indian_Creek_Trib_2	Little_Indian_Creek_Trib_2_1
items/mip_30/17-07-0683S_f03c9e644147a152cfb1b592a7342cf4708aac9b/Indian_Creek_Trib_3.json	Indian_Creek_Trib_3	Indian_Creek_Trib_3_1
items/mip_30/18-03-1140R_491973234c14df3d3d7ae3516d15e36832927ecb/Floodway.json	Floodway	Floodway_8
items/mip_30/18-07-0011S_0378aa0fea6593bb0ac6dd4e128c675483b02a6c/Timber_Creek.json	Timber_Creek	Timber_Creek_2
items/mip_30/18-07-0011S_2943fb4e08e8a968dcea67a23483ccafb709065c/Hog_Creek.json	Hog_Creek	Hog_Creek_4
items/mip_30/19-03-0005S_0c945b4d7bab81aa12b36ed6ad09d5bb4fbf664a/DRY_BRANCH.json	DRY_BRANCH	DRY_BRANCH_7
items/mip_30/19-03-0028S_262f3923d2ea0f846bd1fcc6a49ab5246574b0ed/HOWARDCK.json	HOWARDCK	HOWARDCK_1
items/mip_30/19-03-0028S_46f54dfbd2ab42c56cb2c323cf9cb9721a2fac25/COLDSPRBR.json	COLDSPRBR	COLDSPRBR_1
items/mip_30/19-03-0028S_7f846d9f5d7f7098ef31c79a581507f911fc91b9/MCMILLCK.json	MCMILLCK	MCMILLCK_1
items/mip_30/19-03-0028S_bad0f36cb05831ed2354a9fdf9a6e7b544a8b8e0/SPRINGCK.json	SPRINGCK	SPRINGCK_1
items/mip_30/19-03-0028S_d2c66ad71587940b1cbf95c91d010de62f7d8c6a/DODSONBR.json	DODSONBR	DODSONBR_1
items/mip_30/19-03-0032S_0259aa6d7e5c475cc5ff0111600b3559e83fcd83/Sandy_Creek.json	Sandy_Creek	Sandy_Creek_4
